loan_id,performance_month,ending_balance_usd,scheduled_payment_usd,payment_made_usd,days_past_due,delinquency_status
LN501232,2024-09-01,16234.61,611.54,611.54,0,Current
LN501232,2024-10-01,15813.69,611.54,611.54,0,Current
LN501232,2024-11-01,15387.83,611.54,611.54,0,Current
LN501232,2024-12-01,14956.97,611.54,611.54,0,Current
LN501232,2025-01-01,14521.05,611.54,611.54,0,Current
LN501232,2025-02-01,14080.01,611.54,611.54,0,Current
LN501232,2025-03-01,13633.79,611.54,611.54,0,Current
LN501232,2025-04-01,13182.34,611.54,611.54,0,Current
LN501232,2025-05-01,12725.58,611.54,611.54,0,Current
LN501232,2025-06-01,12263.46,611.54,611.54,0,Current
LN501232,2025-07-01,11795.91,611.54,611.54,0,Current
LN501232,2025-08-01,11322.88,611.54,611.54,0,Current
LN501232,2025-09-01,10844.29,611.54,611.54,0,Current
LN501232,2025-10-01,10360.08,611.54,611.54,0,Current
LN501232,2025-11-01,9870.18,611.54,611.54,0,Current
LN501232,2025-12-01,9374.53,611.54,611.54,0,Current
LN501233,2024-02-01,15746.87,863.75,863.75,0,Current
LN501233,2024-03-01,15202.91,863.75,863.75,0,Current
LN501233,2024-04-01,14647.91,863.75,863.75,0,Current
LN501233,2024-05-01,14081.63,863.75,863.75,0,Current
LN501233,2024-06-01,13503.86,863.75,863.75,0,Current
LN501233,2024-07-01,12914.35,863.75,863.75,0,Current
LN501233,2024-08-01,12312.87,863.75,863.75,0,Current
LN501233,2024-09-01,11699.17,863.75,863.75,0,Current
LN501233,2024-10-01,11073.01,863.75,863.75,0,Current
LN501233,2024-11-01,10434.14,863.75,863.75,0,Current
LN501233,2024-12-01,9782.29,863.75,863.75,0,Current
LN501233,2025-01-01,9117.2,863.75,863.75,0,Current
LN501233,2025-02-01,8438.6,863.75,863.75,0,Current
LN501233,2025-03-01,7746.23,863.75,863.75,0,Current
LN501233,2025-04-01,7039.79,863.75,863.75,0,Current
LN501233,2025-05-01,6319.01,863.75,863.75,0,Current
LN501233,2025-06-01,5583.58,863.75,863.75,0,Current
LN501233,2025-07-01,4833.23,863.75,863.75,0,Current
LN501233,2025-08-01,4067.63,863.75,863.75,0,Current
LN501233,2025-09-01,3286.49,863.75,863.75,0,Current
LN501233,2025-10-01,2489.48,863.75,863.75,0,Current
LN501233,2025-11-01,1676.29,863.75,863.75,0,Current
LN501233,2025-12-01,846.58,863.75,863.75,0,Current
LN501234,2025-03-01,12459.57,632.48,632.48,0,Current
LN501234,2025-04-01,11993.01,632.48,632.48,0,Current
LN501234,2025-05-01,11520.24,632.48,632.48,0,Current
LN501234,2025-06-01,11041.17,632.48,632.48,0,Current
LN501234,2025-07-01,10555.72,632.48,632.48,0,Current
LN501234,2025-08-01,10063.81,632.48,632.48,0,Current
LN501234,2025-09-01,9565.34,632.48,632.48,0,Current
LN501234,2025-10-01,9060.24,632.48,632.48,0,Current
LN501234,2025-11-01,8548.42,632.48,632.48,0,Current
LN501234,2025-12-01,8029.77,632.48,632.48,0,Current
LN501235,2025-11-01,16545.49,332.11,332.11,0,Current
LN501235,2025-12-01,16309.62,332.11,332.11,0,Current
LN501236,2025-07-01,12233.45,299.63,299.63,0,Current
LN501236,2025-08-01,12095.1,299.63,299.63,0,Current
LN501236,2025-09-01,11954.92,299.63,299.63,0,Current
LN501236,2025-10-01,11812.89,299.63,299.63,0,Current
LN501236,2025-11-01,11669.0,299.63,299.63,0,Current
LN501236,2025-12-01,11523.2,299.63,299.63,0,Current
LN501237,2025-01-01,18362.18,971.62,971.62,0,Current
LN501237,2025-02-01,17703.33,971.62,971.62,0,Current
LN501237,2025-03-01,17033.26,971.62,971.62,0,Current
LN501237,2025-04-01,16351.77,971.62,971.62,0,Current
LN501237,2025-05-01,15658.68,971.62,971.62,0,Current
LN501237,2025-06-01,14953.78,971.62,971.62,0,Current
LN501237,2025-07-01,14236.87,971.62,971.62,0,Current
LN501237,2025-08-01,13507.75,971.62,971.62,0,Current
LN501237,2025-09-01,12766.21,971.62,971.62,0,Current
LN501237,2025-10-01,12012.04,971.62,971.62,0,Current
LN501237,2025-11-01,11245.03,971.62,971.62,0,Current
LN501237,2025-12-01,10464.95,971.62,971.62,0,Current
LN501238,2025-05-01,8492.37,414.36,414.36,0,Current
LN501238,2025-06-01,8161.52,414.36,414.36,0,Current
LN501238,2025-07-01,7827.41,414.36,414.36,0,Current
LN501238,2025-08-01,7490.02,414.36,414.36,0,Current
LN501238,2025-09-01,7149.31,414.36,414.36,0,Current
LN501238,2025-10-01,6805.26,414.36,414.36,0,Current
LN501238,2025-11-01,6457.81,414.36,414.36,0,Current
LN501238,2025-12-01,6106.96,414.36,414.36,0,Current
LN501239,2024-08-01,17888.46,548.73,548.73,0,Current
LN501239,2024-09-01,17632.81,548.73,548.73,0,Current
LN501239,2024-10-01,17372.96,548.73,548.73,0,Current
LN501239,2024-11-01,17108.86,548.73,548.73,0,Current
LN501239,2024-12-01,16840.43,548.73,548.73,0,Current
LN501239,2025-01-01,16567.6,548.73,548.73,0,Current
LN501239,2025-02-01,16290.3,548.73,548.73,0,Current
LN501239,2025-03-01,16008.46,548.73,548.73,0,Current
LN501239,2025-04-01,15722.0,548.73,548.73,0,Current
LN501239,2025-05-01,15430.85,548.73,548.73,0,Current
LN501239,2025-06-01,15134.93,548.73,548.73,0,Current
LN501239,2025-07-01,14834.16,548.73,548.73,0,Current
LN501239,2025-08-01,14528.47,548.73,548.73,0,Current
LN501239,2025-09-01,14217.76,548.73,548.73,0,Current
LN501239,2025-10-01,13901.96,548.73,548.73,0,Current
LN501239,2025-11-01,13580.99,548.73,548.73,0,Current
LN501239,2025-12-01,13254.77,548.73,548.73,0,Current
LN501240,2024-12-01,6145.54,191.88,191.88,0,Current
LN501240,2025-01-01,6059.61,191.88,191.88,0,Current
LN501240,2025-02-01,5972.21,191.88,191.88,0,Current
LN501240,2025-03-01,5883.3,191.88,191.88,0,Current
LN501240,2025-04-01,5984.74,191.88,0.0,30,30DPD
LN501241,2024-05-01,30264.5,972.37,972.37,0,Current
LN501241,2024-06-01,29493.89,972.37,972.37,0,Current
LN501241,2024-07-01,28718.15,972.37,972.37,0,Current
LN501241,2024-08-01,27937.23,972.37,972.37,0,Current
LN501241,2024-09-01,27151.11,972.37,972.37,0,Current
LN501241,2024-10-01,26359.75,972.37,972.37,0,Current
LN501241,2024-11-01,25563.11,972.37,972.37,0,Current
LN501241,2024-12-01,24761.16,972.37,972.37,0,Current
LN501241,2025-01-01,23953.86,972.37,972.37,0,Current
LN501241,2025-02-01,23141.18,972.37,972.37,0,Current
LN501241,2025-03-01,22323.09,972.37,972.37,0,Current
LN501241,2025-04-01,21499.54,972.37,972.37,0,Current
LN501241,2025-05-01,20670.5,972.37,972.37,0,Current
LN501241,2025-06-01,19835.93,972.37,972.37,0,Current
LN501241,2025-07-01,18995.8,972.37,972.37,0,Current
LN501241,2025-08-01,18150.07,972.37,972.37,0,Current
LN501241,2025-09-01,17298.7,972.37,972.37,0,Current
LN501241,2025-10-01,16441.66,972.37,972.37,0,Current
LN501241,2025-11-01,15578.9,972.37,972.37,0,Current
LN501241,2025-12-01,14710.39,972.37,972.37,0,Current
LN501242,2025-03-01,8092.61,268.82,268.82,0,Current
LN501242,2025-04-01,7893.52,268.82,268.82,0,Current
LN501242,2025-05-01,7692.72,268.82,268.82,0,Current
LN501242,2025-06-01,7490.18,268.82,268.82,0,Current
LN501242,2025-07-01,7285.91,268.82,268.82,0,Current
LN501242,2025-08-01,7079.87,268.82,268.82,0,Current
LN501242,2025-09-01,6872.05,268.82,268.82,0,Current
LN501242,2025-10-01,6662.44,268.82,268.82,0,Current
LN501242,2025-11-01,6451.03,268.82,268.82,0,Current
LN501242,2025-12-01,6237.8,268.82,268.82,0,Current
LN501243,2025-11-01,7774.82,277.07,277.07,0,Current
LN501243,2025-12-01,7597.4,277.07,277.07,0,Current
LN501244,2024-07-01,28636.88,1080.71,1080.71,0,Current
LN501244,2024-08-01,28023.9,1080.71,1080.71,0,Current
LN501244,2024-09-01,27400.92,1080.71,1080.71,0,Current
LN501244,2024-10-01,26767.75,1080.71,1080.71,0,Current
LN501244,2024-11-01,26124.25,1080.71,1080.71,0,Current
LN501244,2024-12-01,25470.24,1080.71,1080.71,0,Current
LN501244,2025-01-01,24805.54,1080.71,1080.71,0,Current
LN501244,2025-02-01,24129.99,1080.71,1080.71,0,Current
LN501244,2025-03-01,23443.4,1080.71,1080.71,0,Current
LN501244,2025-04-01,22745.6,1080.71,1080.71,0,Current
LN501244,2025-05-01,22036.4,1080.71,1080.71,0,Current
LN501244,2025-06-01,21315.62,1080.71,1080.71,0,Current
LN501244,2025-07-01,20583.06,1080.71,1080.71,0,Current
LN501244,2025-08-01,19838.54,1080.71,1080.71,0,Current
LN501244,2025-09-01,19081.86,1080.71,1080.71,0,Current
LN501244,2025-10-01,18312.82,1080.71,1080.71,0,Current
LN501244,2025-11-01,17531.22,1080.71,1080.71,0,Current
LN501244,2025-12-01,16736.86,1080.71,1080.71,0,Current
LN501245,2025-06-01,10545.1,379.53,379.53,0,Current
LN501245,2025-07-01,10307.05,379.53,379.53,0,Current
LN501245,2025-08-01,10065.81,379.53,379.53,0,Current
LN501245,2025-09-01,9821.33,379.53,379.53,0,Current
LN501245,2025-10-01,9573.57,379.53,379.53,0,Current
LN501245,2025-11-01,9322.48,379.53,379.53,0,Current
LN501245,2025-12-01,9068.03,379.53,379.53,0,Current
LN501246,2024-08-01,27002.48,874.05,874.05,0,Current
LN501246,2024-09-01,26320.15,874.05,874.05,0,Current
LN501246,2024-10-01,25632.97,874.05,874.05,0,Current
LN501246,2024-11-01,24940.91,874.05,874.05,0,Current
LN501246,2024-12-01,24243.94,874.05,874.05,0,Current
LN501246,2025-01-01,23542.03,874.05,874.05,0,Current
LN501246,2025-02-01,22835.12,874.05,874.05,0,Current
LN501246,2025-03-01,0.0,874.05,22835.12,0,Paid_Off
LN501247,2025-02-01,14248.01,387.89,387.89,0,Current
LN501247,2025-03-01,14013.52,387.89,387.89,0,Current
LN501247,2025-04-01,13776.51,387.89,387.89,0,Current
LN501247,2025-05-01,13536.95,387.89,387.89,0,Current
LN501247,2025-06-01,13294.81,387.89,387.89,0,Current
LN501247,2025-07-01,13050.06,387.89,387.89,0,Current
LN501247,2025-08-01,12802.68,387.89,387.89,0,Current
LN501247,2025-09-01,12552.63,387.89,387.89,0,Current
LN501247,2025-10-01,12299.89,387.89,387.89,0,Current
LN501247,2025-11-01,0.0,387.89,12299.89,0,Paid_Off
LN501248,2024-12-01,6192.0,196.1,196.1,0,Current
LN501248,2025-01-01,6142.85,196.1,196.1,0,Current
LN501248,2025-02-01,6092.54,196.1,196.1,0,Current
LN501248,2025-03-01,6041.04,196.1,196.1,0,Current
LN501248,2025-04-01,5988.31,196.1,196.1,0,Current
LN501248,2025-05-01,5934.34,196.1,196.1,0,Current
LN501248,2025-06-01,5879.08,196.1,196.1,0,Current
LN501248,2025-07-01,5822.51,196.1,196.1,0,Current
LN501248,2025-08-01,5960.7,196.1,0.0,30,30DPD
LN501248,2025-09-01,6102.16,196.1,0.0,60,60DPD
LN501248,2025-10-01,6246.99,196.1,0.0,90,90DPD
LN501249,2025-06-01,12025.3,552.08,552.08,0,Current
LN501249,2025-07-01,11528.34,552.08,552.08,0,Current
LN501249,2025-08-01,11029.1,552.08,552.08,0,Current
LN501249,2025-09-01,10527.57,552.08,552.08,0,Current
LN501249,2025-10-01,10023.74,552.08,552.08,0,Current
LN501249,2025-11-01,9517.6,552.08,552.08,0,Current
LN501249,2025-12-01,9009.14,552.08,552.08,0,Current
LN501250,2024-02-01,4314.65,124.74,124.74,0,Current
LN501250,2024-03-01,4248.4,124.74,124.74,0,Current
LN501250,2024-04-01,4181.27,124.74,124.74,0,Current
LN501250,2024-05-01,4113.22,124.74,124.74,0,Current
LN501250,2024-06-01,4044.25,124.74,124.74,0,Current
LN501250,2024-07-01,3974.34,124.74,124.74,0,Current
LN501250,2024-08-01,3903.48,124.74,124.74,0,Current
LN501250,2024-09-01,3831.67,124.74,124.74,0,Current
LN501250,2024-10-01,3758.88,124.74,124.74,0,Current
LN501250,2024-11-01,3685.1,124.74,124.74,0,Current
LN501250,2024-12-01,3610.33,124.74,124.74,0,Current
LN501250,2025-01-01,3534.54,124.74,124.74,0,Current
LN501250,2025-02-01,3457.72,124.74,124.74,0,Current
LN501250,2025-03-01,3379.86,124.74,124.74,0,Current
LN501250,2025-04-01,3300.95,124.74,124.74,0,Current
LN501250,2025-05-01,3220.96,124.74,124.74,0,Current
LN501250,2025-06-01,3139.89,124.74,124.74,0,Current
LN501250,2025-07-01,3057.72,124.74,124.74,0,Current
LN501250,2025-08-01,2974.44,124.74,124.74,0,Current
LN501250,2025-09-01,2890.03,124.74,124.74,0,Current
LN501250,2025-10-01,2804.47,124.74,124.74,0,Current
LN501250,2025-11-01,2717.76,124.74,124.74,0,Current
LN501250,2025-12-01,2629.87,124.74,124.74,0,Current
LN501251,2025-09-01,17006.76,833.22,833.22,0,Current
LN501251,2025-10-01,16346.87,833.22,833.22,0,Current
LN501251,2025-11-01,15680.25,833.22,833.22,0,Current
LN501251,2025-12-01,0.0,833.22,15680.25,0,Paid_Off
LN501252,2024-05-01,21391.98,555.34,555.34,0,Current
LN501252,2024-06-01,21020.79,555.34,555.34,0,Current
LN501252,2024-07-01,20646.4,555.34,555.34,0,Current
LN501252,2024-08-01,20268.79,555.34,555.34,0,Current
LN501252,2024-09-01,19887.93,555.34,555.34,0,Current
LN501252,2024-10-01,19503.79,555.34,555.34,0,Current
LN501252,2024-11-01,19116.35,555.34,555.34,0,Current
LN501252,2024-12-01,18725.57,555.34,555.34,0,Current
LN501252,2025-01-01,18331.43,555.34,555.34,0,Current
LN501252,2025-02-01,17933.89,555.34,555.34,0,Current
LN501252,2025-03-01,17532.93,555.34,555.34,0,Current
LN501252,2025-04-01,17128.52,555.34,555.34,0,Current
LN501252,2025-05-01,16720.63,555.34,555.34,0,Current
LN501252,2025-06-01,16309.22,555.34,555.34,0,Current
LN501252,2025-07-01,15894.28,555.34,555.34,0,Current
LN501252,2025-08-01,15475.76,555.34,555.34,0,Current
LN501252,2025-09-01,15053.64,555.34,555.34,0,Current
LN501252,2025-10-01,14627.89,555.34,555.34,0,Current
LN501252,2025-11-01,14198.47,555.34,555.34,0,Current
LN501252,2025-12-01,13765.36,555.34,555.34,0,Current
LN501253,2024-12-01,18347.83,628.89,628.89,0,Current
LN501253,2025-01-01,17911.13,628.89,628.89,0,Current
LN501253,2025-02-01,17469.86,628.89,628.89,0,Current
LN501253,2025-03-01,17023.97,628.89,628.89,0,Current
LN501253,2025-04-01,16573.41,628.89,628.89,0,Current
LN501253,2025-05-01,16118.12,628.89,628.89,0,Current
LN501253,2025-06-01,15658.07,628.89,628.89,0,Current
LN501253,2025-07-01,15193.2,628.89,628.89,0,Current
LN501253,2025-08-01,14723.46,628.89,628.89,0,Current
LN501253,2025-09-01,14248.8,628.89,628.89,0,Current
LN501253,2025-10-01,13769.16,628.89,628.89,0,Current
LN501253,2025-11-01,13284.5,628.89,628.89,0,Current
LN501253,2025-12-01,12794.77,628.89,628.89,0,Current
LN501254,2024-10-01,9376.69,455.68,455.68,0,Current
LN501254,2024-11-01,9009.93,455.68,455.68,0,Current
LN501254,2024-12-01,8639.69,455.68,455.68,0,Current
LN501254,2025-01-01,8265.95,455.68,455.68,0,Current
LN501254,2025-02-01,7888.66,455.68,455.68,0,Current
LN501254,2025-03-01,7507.79,455.68,455.68,0,Current
LN501254,2025-04-01,7123.31,455.68,455.68,0,Current
LN501254,2025-05-01,6735.18,455.68,455.68,0,Current
LN501254,2025-06-01,6343.37,455.68,455.68,0,Current
LN501254,2025-07-01,5947.85,455.68,455.68,0,Current
LN501254,2025-08-01,5548.57,455.68,455.68,0,Current
LN501254,2025-09-01,5145.51,455.68,455.68,0,Current
LN501254,2025-10-01,4738.63,455.68,455.68,0,Current
LN501254,2025-11-01,4327.89,455.68,455.68,0,Current
LN501254,2025-12-01,0.0,455.68,4327.89,0,Paid_Off
LN501255,2025-12-01,14950.0,774.67,774.67,0,Current
LN501256,2025-01-01,7020.11,277.24,277.24,0,Current
LN501256,2025-02-01,6877.54,277.24,277.24,0,Current
LN501256,2025-03-01,6732.24,277.24,277.24,0,Current
LN501256,2025-04-01,6584.14,277.24,277.24,0,Current
LN501256,2025-05-01,6433.21,277.24,277.24,0,Current
LN501256,2025-06-01,6279.38,277.24,277.24,0,Current
LN501256,2025-07-01,6122.6,277.24,277.24,0,Current
LN501256,2025-08-01,5962.81,277.24,277.24,0,Current
LN501256,2025-09-01,5799.96,277.24,277.24,0,Current
LN501256,2025-10-01,5911.22,277.24,0.0,30,30DPD
LN501256,2025-11-01,6024.62,277.24,0.0,60,60DPD
LN501256,2025-12-01,6140.19,277.24,0.0,90,90DPD
LN501257,2024-06-01,17863.27,617.51,617.51,0,Current
LN501257,2024-07-01,17441.95,617.51,617.51,0,Current
LN501257,2024-08-01,17016.01,617.51,617.51,0,Current
LN501257,2024-09-01,16585.4,617.51,617.51,0,Current
LN501257,2024-10-01,16150.05,617.51,617.51,0,Current
LN501257,2024-11-01,15709.92,617.51,617.51,0,Current
LN501257,2024-12-01,15264.96,617.51,617.51,0,Current
LN501257,2025-01-01,14815.11,617.51,617.51,0,Current
LN501257,2025-02-01,14360.32,617.51,617.51,0,Current
LN501257,2025-03-01,0.0,617.51,14360.32,0,Paid_Off
LN501258,2025-08-01,18546.52,602.57,602.57,0,Current
LN501258,2025-09-01,18079.65,602.57,602.57,0,Current
LN501258,2025-10-01,17609.36,602.57,602.57,0,Current
LN501258,2025-11-01,17135.63,602.57,602.57,0,Current
LN501258,2025-12-01,16658.44,602.57,602.57,0,Current
LN501259,2025-07-01,10027.77,392.17,392.17,0,Current
LN501259,2025-08-01,9821.78,392.17,392.17,0,Current
LN501259,2025-09-01,10004.14,392.17,0.0,30,30DPD
LN501259,2025-10-01,10189.88,392.17,0.0,60,60DPD
LN501259,2025-11-01,10379.07,392.17,0.0,90,90DPD
LN501259,2025-12-01,10379.07,392.17,0.0,120,Default
LN501260,2025-09-01,9376.22,359.42,359.42,0,Current
LN501260,2025-10-01,9179.09,359.42,359.42,0,Current
LN501260,2025-11-01,8978.54,359.42,359.42,0,Current
LN501260,2025-12-01,8774.53,359.42,359.42,0,Current
LN501261,2025-04-01,8336.57,187.62,187.62,0,Current
LN501261,2025-05-01,8232.11,187.62,187.62,0,Current
LN501261,2025-06-01,8126.6,187.62,187.62,0,Current
LN501261,2025-07-01,8020.04,187.62,187.62,0,Current
LN501261,2025-08-01,7912.42,187.62,187.62,0,Current
LN501261,2025-09-01,7803.73,187.62,187.62,0,Current
LN501261,2025-10-01,7693.95,187.62,187.62,0,Current
LN501261,2025-11-01,7583.08,187.62,187.62,0,Current
LN501261,2025-12-01,7471.1,187.62,187.62,0,Current
LN501262,2024-12-01,29853.13,903.78,903.78,0,Current
LN501262,2025-01-01,29419.54,903.78,903.78,0,Current
LN501262,2025-02-01,28979.11,903.78,903.78,0,Current
LN501262,2025-03-01,28531.76,903.78,903.78,0,Current
LN501262,2025-04-01,28077.35,903.78,903.78,0,Current
LN501262,2025-05-01,27615.79,903.78,903.78,0,Current
LN501262,2025-06-01,27146.96,903.78,903.78,0,Current
LN501262,2025-07-01,26670.74,903.78,903.78,0,Current
LN501262,2025-08-01,26187.03,903.78,903.78,0,Current
LN501262,2025-09-01,25695.69,903.78,903.78,0,Current
LN501262,2025-10-01,25196.62,903.78,903.78,0,Current
LN501262,2025-11-01,24689.69,903.78,903.78,0,Current
LN501262,2025-12-01,24174.77,903.78,903.78,0,Current
LN501263,2025-12-01,9465.68,349.93,349.93,0,Current
LN501264,2025-07-01,25145.15,736.38,736.38,0,Current
LN501264,2025-08-01,24765.0,736.38,736.38,0,Current
LN501264,2025-09-01,24379.45,736.38,736.38,0,Current
LN501264,2025-10-01,23988.45,736.38,736.38,0,Current
LN501264,2025-11-01,23591.91,736.38,736.38,0,Current
LN501264,2025-12-01,23189.74,736.38,736.38,0,Current
LN501265,2025-09-01,12661.97,461.35,461.35,0,Current
LN501265,2025-10-01,12379.99,461.35,461.35,0,Current
LN501265,2025-11-01,12094.03,461.35,461.35,0,Current
LN501265,2025-12-01,11804.01,461.35,461.35,0,Current
LN501266,2025-12-01,6751.76,277.02,277.02,0,Current
LN501267,2025-12-01,9680.07,371.27,371.27,0,Current
LN501268,2024-04-01,12527.22,357.5,357.5,0,Current
LN501268,2024-05-01,12331.95,357.5,357.5,0,Current
LN501268,2024-06-01,12134.15,357.5,357.5,0,Current
LN501268,2024-07-01,11933.79,357.5,357.5,0,Current
LN501268,2024-08-01,11730.83,357.5,357.5,0,Current
LN501268,2024-09-01,11525.24,357.5,357.5,0,Current
LN501268,2024-10-01,11317.0,357.5,357.5,0,Current
LN501268,2024-11-01,11106.05,357.5,357.5,0,Current
LN501268,2024-12-01,10892.37,357.5,357.5,0,Current
LN501268,2025-01-01,10675.93,357.5,357.5,0,Current
LN501268,2025-02-01,10456.68,357.5,357.5,0,Current
LN501268,2025-03-01,10234.6,357.5,357.5,0,Current
LN501268,2025-04-01,10009.64,357.5,357.5,0,Current
LN501268,2025-05-01,9781.76,357.5,357.5,0,Current
LN501268,2025-06-01,9550.94,357.5,357.5,0,Current
LN501268,2025-07-01,9317.12,357.5,357.5,0,Current
LN501268,2025-08-01,9080.28,357.5,357.5,0,Current
LN501268,2025-09-01,8840.37,357.5,357.5,0,Current
LN501268,2025-10-01,8597.35,357.5,357.5,0,Current
LN501268,2025-11-01,8351.18,357.5,357.5,0,Current
LN501268,2025-12-01,8101.83,357.5,357.5,0,Current
LN501269,2025-05-01,9895.68,504.03,504.03,0,Current
LN501269,2025-06-01,9526.39,504.03,504.03,0,Current
LN501269,2025-07-01,9152.08,504.03,504.03,0,Current
LN501269,2025-08-01,8772.67,504.03,504.03,0,Current
LN501269,2025-09-01,8388.1,504.03,504.03,0,Current
LN501269,2025-10-01,7998.28,504.03,504.03,0,Current
LN501269,2025-11-01,7603.16,504.03,504.03,0,Current
LN501269,2025-12-01,7202.66,504.03,504.03,0,Current
LN501270,2025-09-01,19510.18,655.63,655.63,0,Current
LN501270,2025-10-01,19036.0,655.63,655.63,0,Current
LN501270,2025-11-01,18557.4,655.63,655.63,0,Current
LN501270,2025-12-01,18074.36,655.63,655.63,0,Current
LN501271,2025-02-01,10789.7,274.02,274.02,0,Current
LN501271,2025-03-01,10597.95,274.02,274.02,0,Current
LN501271,2025-04-01,10404.74,274.02,274.02,0,Current
LN501271,2025-05-01,10210.06,274.02,274.02,0,Current
LN501271,2025-06-01,10013.89,274.02,274.02,0,Current
LN501271,2025-07-01,9816.23,274.02,274.02,0,Current
LN501271,2025-08-01,9617.06,274.02,274.02,0,Current
LN501271,2025-09-01,9416.37,274.02,274.02,0,Current
LN501271,2025-10-01,9214.15,274.02,274.02,0,Current
LN501271,2025-11-01,9010.38,274.02,274.02,0,Current
LN501271,2025-12-01,8805.07,274.02,274.02,0,Current
LN501272,2025-12-01,14421.88,311.21,311.21,0,Current
LN501273,2024-11-01,11575.12,566.78,566.78,0,Current
LN501273,2024-12-01,11125.73,566.78,566.78,0,Current
LN501273,2025-01-01,10671.79,566.78,566.78,0,Current
LN501273,2025-02-01,10213.24,566.78,566.78,0,Current
LN501273,2025-03-01,9750.04,566.78,566.78,0,Current
LN501273,2025-04-01,9282.14,566.78,566.78,0,Current
LN501273,2025-05-01,8809.49,566.78,566.78,0,Current
LN501273,2025-06-01,8332.06,566.78,566.78,0,Current
LN501273,2025-07-01,7849.78,566.78,566.78,0,Current
LN501273,2025-08-01,7362.61,566.78,566.78,0,Current
LN501273,2025-09-01,6870.5,566.78,566.78,0,Current
LN501273,2025-10-01,6373.4,566.78,566.78,0,Current
LN501273,2025-11-01,5871.25,566.78,566.78,0,Current
LN501273,2025-12-01,5364.02,566.78,566.78,0,Current
LN501274,2025-10-01,11639.29,416.9,416.9,0,Current
LN501274,2025-11-01,11375.15,416.9,416.9,0,Current
LN501274,2025-12-01,11107.55,416.9,416.9,0,Current
LN501275,2024-11-01,10302.12,387.43,387.43,0,Current
LN501275,2024-12-01,10080.72,387.43,387.43,0,Current
LN501275,2025-01-01,9855.76,387.43,387.43,0,Current
LN501275,2025-02-01,9627.17,387.43,387.43,0,Current
LN501275,2025-03-01,9394.9,387.43,387.43,0,Current
LN501275,2025-04-01,9158.89,387.43,387.43,0,Current
LN501275,2025-05-01,8919.07,387.43,387.43,0,Current
LN501275,2025-06-01,8675.38,387.43,387.43,0,Current
LN501275,2025-07-01,8427.77,387.43,387.43,0,Current
LN501275,2025-08-01,8176.17,387.43,387.43,0,Current
LN501275,2025-09-01,7920.51,387.43,387.43,0,Current
LN501275,2025-10-01,7660.73,387.43,387.43,0,Current
LN501275,2025-11-01,0.0,387.43,7660.73,0,Paid_Off
LN501276,2025-03-01,11571.67,345.6,345.6,0,Current
LN501276,2025-04-01,11400.81,345.6,345.6,0,Current
LN501276,2025-05-01,11227.36,345.6,345.6,0,Current
LN501276,2025-06-01,11051.29,345.6,345.6,0,Current
LN501276,2025-07-01,10872.57,345.6,345.6,0,Current
LN501276,2025-08-01,10691.14,345.6,345.6,0,Current
LN501276,2025-09-01,10506.98,345.6,345.6,0,Current
LN501276,2025-10-01,10320.03,345.6,345.6,0,Current
LN501276,2025-11-01,10130.27,345.6,345.6,0,Current
LN501276,2025-12-01,9937.63,345.6,345.6,0,Current
LN501277,2025-06-01,26130.15,890.02,890.02,0,Current
LN501277,2025-07-01,25504.05,890.02,890.02,0,Current
LN501277,2025-08-01,24871.62,890.02,890.02,0,Current
LN501277,2025-09-01,24232.8,890.02,890.02,0,Current
LN501277,2025-10-01,23587.54,890.02,890.02,0,Current
LN501277,2025-11-01,0.0,890.02,23587.54,0,Paid_Off
LN501278,2025-12-01,0.0,279.98,13080.0,0,Paid_Off
LN501279,2024-04-01,17644.67,483.16,483.16,0,Current
LN501279,2024-05-01,17356.19,483.16,483.16,0,Current
LN501279,2024-06-01,17064.52,483.16,483.16,0,Current
LN501279,2024-07-01,16769.64,483.16,483.16,0,Current
LN501279,2024-08-01,16471.51,483.16,483.16,0,Current
LN501279,2024-09-01,16170.08,483.16,483.16,0,Current
LN501279,2024-10-01,15865.33,483.16,483.16,0,Current
LN501279,2024-11-01,15557.22,483.16,483.16,0,Current
LN501279,2024-12-01,15245.71,483.16,483.16,0,Current
LN501279,2025-01-01,14930.76,483.16,483.16,0,Current
LN501279,2025-02-01,14612.34,483.16,483.16,0,Current
LN501279,2025-03-01,14290.4,483.16,483.16,0,Current
LN501279,2025-04-01,13964.91,483.16,483.16,0,Current
LN501279,2025-05-01,13635.83,483.16,483.16,0,Current
LN501279,2025-06-01,13303.12,483.16,483.16,0,Current
LN501279,2025-07-01,12966.73,483.16,483.16,0,Current
LN501279,2025-08-01,12626.64,483.16,483.16,0,Current
LN501279,2025-09-01,12282.8,483.16,483.16,0,Current
LN501279,2025-10-01,11935.16,483.16,483.16,0,Current
LN501279,2025-11-01,11583.68,483.16,483.16,0,Current
LN501279,2025-12-01,11228.33,483.16,483.16,0,Current
LN501280,2025-12-01,19220.06,478.72,478.72,0,Current
LN501281,2024-07-01,8306.73,228.99,228.99,0,Current
LN501281,2024-08-01,8171.96,228.99,228.99,0,Current
LN501281,2024-09-01,8035.65,228.99,228.99,0,Current
LN501281,2024-10-01,7897.8,228.99,228.99,0,Current
LN501281,2024-11-01,7758.38,228.99,228.99,0,Current
LN501281,2024-12-01,7617.38,228.99,228.99,0,Current
LN501281,2025-01-01,7474.79,228.99,228.99,0,Current
LN501281,2025-02-01,7330.57,228.99,228.99,0,Current
