loan_id,borrower_id,origination_date,origination_state,vintage_quarter,loan_amount,term_months,interest_rate,loan_purpose,origination_channel,current_status,current_balance,days_past_due,is_delinquent,is_closed,last_performance_month
LN502337,BOR102337,2025-06-03,PA,2025Q2,25250.0,48,0.2196,Other,Branch,Current,22787.76,0,False,False,2025-12-01
LN502338,BOR102338,2025-12-14,NY,2025Q4,27150.0,48,0.2247,Debt Consolidation,Online,Current,26796.05,0,False,False,2025-12-01
LN502339,BOR102339,2025-10-18,AZ,2025Q4,29050.0,36,0.1506,Debt Consolidation,Partner,Current,27095.77,0,False,False,2025-12-01
LN502340,BOR102340,2025-12-10,TN,2025Q4,7390.0,36,0.1482,Debt Consolidation,Online,Current,7225.74,0,False,False,2025-12-01
LN502341,BOR102341,2025-09-26,MN,2025Q3,12240.0,60,0.1965,Auto,Broker,Current,11742.01,0,False,False,2025-12-01
LN502342,BOR102342,2025-06-19,CO,2025Q2,17170.0,48,0.1634,Debt Consolidation,Online,Current,15304.56,0,False,False,2025-12-01
LN502343,BOR102343,2024-05-04,LA,2024Q2,10650.0,48,0.1188,Debt Consolidation,Online,Current,6813.73,0,False,False,2025-12-01
LN502344,BOR102344,2024-05-27,NV,2024Q2,10450.0,36,0.2778,Major Purchase,Online,Default,10570.91,120,True,True,2024-11-01
LN502345,BOR102345,2025-12-25,OH,2025Q4,30480.0,48,0.1519,Other,Partner,Current,30014.61,0,False,False,2025-12-01
LN502346,BOR102346,2024-03-07,AZ,2024Q1,46010.0,36,0.195,Other,Online,Current,21111.89,0,False,False,2025-12-01
LN502347,BOR102347,2024-11-04,GA,2024Q4,8940.0,24,0.238,Auto,Branch,60DPD,8036.14,60,True,False,2025-04-01
LN502348,BOR102348,2024-05-12,NC,2024Q2,9230.0,48,0.1464,Home Improvement,Branch,Current,6022.09,0,False,False,2025-12-01
LN502349,BOR102349,2024-12-24,MS,2024Q4,8050.0,60,0.2111,Debt Consolidation,Branch,60DPD,7568.83,60,True,False,2025-10-01
LN502350,BOR102350,2024-08-18,MO,2024Q3,12040.0,60,0.216,Home Improvement,Branch,Current,9814.26,0,False,False,2025-12-01
LN502351,BOR102351,2024-12-24,NH,2024Q4,33170.0,24,0.1211,Medical,Broker,Current,16197.31,0,False,False,2025-12-01
LN502352,BOR102352,2025-09-23,NJ,2025Q3,9990.0,36,0.1029,Home Improvement,Online,Current,9025.5,0,False,False,2025-12-01
LN502353,BOR102353,2024-06-01,AZ,2024Q2,15510.0,48,0.2507,Debt Consolidation,Branch,60DPD,12968.64,60,True,False,2025-09-01
LN502354,BOR102354,2025-12-19,WA,2025Q4,47540.0,48,0.2392,Medical,Online,Current,46939.84,0,False,False,2025-12-01
LN502355,BOR102355,2024-12-10,FL,2024Q4,17220.0,60,0.1139,Other,Online,Current,14269.6,0,False,False,2025-12-01
LN502356,BOR102356,2024-09-27,IL,2024Q3,22700.0,36,0.1748,Debt Consolidation,Partner,Current,14048.09,0,False,False,2025-12-01
LN502357,BOR102357,2025-02-06,WA,2025Q1,10730.0,48,0.0705,Home Improvement,Online,Current,8530.48,0,False,False,2025-12-01
LN502358,BOR102358,2025-08-18,TX,2025Q3,12370.0,60,0.1341,Debt Consolidation,Branch,Current,11624.39,0,False,False,2025-12-01
LN502359,BOR102359,2025-11-27,MS,2025Q4,19320.0,48,0.1387,Debt Consolidation,Online,30DPD,19236.42,30,True,False,2025-12-01
LN502360,BOR102360,2024-06-21,NY,2024Q2,23870.0,36,0.1911,Debt Consolidation,Broker,30DPD,22713.67,30,True,False,2024-09-01
LN502361,BOR102361,2025-12-08,PA,2025Q4,6710.0,48,0.1287,Auto,Partner,Current,6602.38,0,False,False,2025-12-01
LN502362,BOR102362,2025-04-26,CO,2025Q2,16160.0,24,0.235,Debt Consolidation,Online,Current,10960.75,0,False,False,2025-12-01
LN502363,BOR102363,2024-06-15,FL,2024Q2,11610.0,24,0.1013,Debt Consolidation,Broker,Current,2615.58,0,False,False,2025-12-01
LN502364,BOR102364,2024-03-23,LA,2024Q1,6210.0,36,0.1581,Home Improvement,Online,Current,2767.3,0,False,False,2025-12-01
LN502365,BOR102365,2024-04-12,MD,2024Q2,11010.0,36,0.2162,Major Purchase,Online,Current,5455.55,0,False,False,2025-12-01
LN502366,BOR102366,2024-03-18,TX,2024Q1,17210.0,48,0.1137,Debt Consolidation,Branch,Current,10278.98,0,False,False,2025-12-01
LN502367,BOR102367,2024-06-15,MD,2024Q2,15150.0,48,0.0706,Debt Consolidation,Broker,Current,9657.38,0,False,False,2025-12-01
LN502368,BOR102368,2025-07-17,TN,2025Q3,22900.0,48,0.1936,Debt Consolidation,Branch,Current,20903.27,0,False,False,2025-12-01
LN502369,BOR102369,2024-08-19,CO,2024Q3,18440.0,48,0.1188,Home Improvement,Branch,Current,12879.39,0,False,False,2025-12-01
LN502370,BOR102370,2024-09-23,NV,2024Q3,8880.0,60,0.1828,Debt Consolidation,Online,Current,7234.84,0,False,False,2025-12-01
LN502371,BOR102371,2025-01-10,MD,2025Q1,9780.0,24,0.1638,Debt Consolidation,Online,Current,5286.87,0,False,False,2025-12-01
LN502372,BOR102372,2024-05-18,MA,2024Q2,23360.0,60,0.2415,Debt Consolidation,Online,Current,18398.62,0,False,False,2025-12-01
LN502373,BOR102373,2024-11-25,NC,2024Q4,19820.0,48,0.1469,Debt Consolidation,Branch,Current,15179.82,0,False,False,2025-12-01
LN502374,BOR102374,2024-10-22,MD,2024Q4,21860.0,36,0.1604,Debt Consolidation,Broker,Current,13999.03,0,False,False,2025-12-01
LN502375,BOR102375,2024-01-07,UT,2024Q1,12090.0,36,0.1028,Debt Consolidation,Partner,Current,4448.86,0,False,False,2025-12-01
LN502376,BOR102376,2025-08-08,MA,2025Q3,31680.0,60,0.2475,Other,Branch,Current,30263.72,0,False,False,2025-12-01
LN502377,BOR102377,2024-02-24,IN,2024Q1,14100.0,48,0.1728,Debt Consolidation,Online,Current,8533.88,0,False,False,2025-12-01
LN502378,BOR102378,2025-07-26,NJ,2025Q3,50000.0,48,0.0979,Auto,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN502379,BOR102379,2025-06-16,CO,2025Q2,15270.0,36,0.1736,Home Improvement,Online,Current,12884.68,0,False,False,2025-12-01
LN502380,BOR102380,2024-09-11,NH,2024Q3,17080.0,60,0.1973,Auto,Branch,Current,14013.27,0,False,False,2025-12-01
LN502381,BOR102381,2025-08-25,PA,2025Q3,28690.0,36,0.2245,Auto,Online,30DPD,28063.54,30,True,False,2025-10-01
LN502382,BOR102382,2025-01-03,PA,2025Q1,9100.0,24,0.1954,Auto,Online,60DPD,5919.3,60,True,False,2025-12-01
LN502383,BOR102383,2025-07-23,AZ,2025Q3,14400.0,24,0.2654,Other,Broker,30DPD,13272.65,30,True,False,2025-10-01
LN502384,BOR102384,2025-08-27,VA,2025Q3,9090.0,60,0.1953,Debt Consolidation,Broker,30DPD,9145.95,30,True,False,2025-09-01
LN502385,BOR102385,2024-01-21,MA,2024Q1,15020.0,24,0.2249,Debt Consolidation,Partner,Paid_Off,0.0,0,False,True,2025-12-01
LN502386,BOR102386,2025-05-11,TX,2025Q2,6780.0,60,0.1649,Medical,Broker,Current,6163.08,0,False,False,2025-12-01
LN502387,BOR102387,2024-12-10,NJ,2024Q4,28170.0,24,0.2286,Other,Online,Current,14498.15,0,False,False,2025-12-01
LN502388,BOR102388,2024-04-10,MA,2024Q2,21330.0,48,0.196,Debt Consolidation,Online,Current,13981.81,0,False,False,2025-12-01
LN502389,BOR102389,2025-11-06,MA,2025Q4,12380.0,36,0.1895,Home Improvement,Online,Current,11859.95,0,False,False,2025-12-01
LN502390,BOR102390,2024-08-08,IN,2024Q3,18370.0,48,0.1585,Debt Consolidation,Online,Current,13137.25,0,False,False,2025-12-01
LN502391,BOR102391,2025-12-25,MD,2025Q4,17960.0,24,0.1941,Major Purchase,Online,Current,17341.58,0,False,False,2025-12-01
LN502392,BOR102392,2025-02-16,IN,2025Q1,20310.0,60,0.2466,Debt Consolidation,Branch,Current,18178.04,0,False,False,2025-12-01
LN502393,BOR102393,2025-12-05,MN,2025Q4,8910.0,36,0.1375,Auto,Online,Current,8708.65,0,False,False,2025-12-01
LN502394,BOR102394,2025-04-06,TN,2025Q2,18780.0,48,0.1034,Debt Consolidation,Broker,Current,15821.46,0,False,False,2025-12-01
LN502395,BOR102395,2025-10-01,AZ,2025Q4,8820.0,60,0.1623,Home Improvement,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN502396,BOR102396,2024-03-22,TN,2024Q1,23640.0,36,0.226,Debt Consolidation,Online,Current,11109.75,0,False,False,2025-12-01
LN502397,BOR102397,2025-04-23,FL,2025Q2,17870.0,60,0.1909,Auto,Online,Current,16141.48,0,False,False,2025-12-01
LN502398,BOR102398,2025-06-18,OH,2025Q2,11120.0,48,0.2606,Home Improvement,Online,90DPD,11270.53,90,True,False,2025-12-01
LN502399,BOR102399,2025-10-23,WA,2025Q4,29100.0,36,0.1786,Major Purchase,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN502400,BOR102400,2025-12-09,LA,2025Q4,28590.0,36,0.1981,Medical,Branch,Current,28002.23,0,False,False,2025-12-01
LN502401,BOR102401,2025-10-25,MO,2025Q4,10210.0,36,0.2174,Debt Consolidation,Online,30DPD,9976.68,30,True,False,2025-12-01
LN502402,BOR102402,2025-01-25,FL,2025Q1,8450.0,48,0.2197,Auto,Online,90DPD,7783.21,90,True,False,2025-12-01
LN502403,BOR102403,2025-02-21,TN,2025Q1,8970.0,60,0.1816,Debt Consolidation,Online,Current,7868.18,0,False,False,2025-12-01
LN502404,BOR102404,2025-12-05,IL,2025Q4,15330.0,24,0.0925,Auto,Branch,Current,14746.06,0,False,False,2025-12-01
LN502405,BOR102405,2024-04-23,WI,2024Q2,10580.0,36,0.1131,Debt Consolidation,Online,Current,4845.63,0,False,False,2025-12-01
LN502406,BOR102406,2024-11-11,NV,2024Q4,15540.0,24,0.2205,Other,Online,30DPD,11297.52,30,True,False,2025-07-01
LN502407,BOR102407,2024-05-04,TN,2024Q2,24250.0,48,0.2058,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN502408,BOR102408,2025-02-25,MA,2025Q1,33740.0,48,0.1967,Auto,Online,Current,28151.68,0,False,False,2025-12-01
LN502409,BOR102409,2025-05-17,NC,2025Q2,6660.0,36,0.1071,Home Improvement,Branch,Current,5358.37,0,False,False,2025-12-01
LN502410,BOR102410,2024-01-14,NJ,2024Q1,4280.0,48,0.1694,Auto,Broker,Current,2496.53,0,False,False,2025-12-01
LN502411,BOR102411,2025-04-25,LA,2025Q2,12250.0,36,0.1642,Home Improvement,Online,Current,9724.51,0,False,False,2025-12-01
LN502412,BOR102412,2025-10-05,MD,2025Q4,7710.0,48,0.1411,Medical,Online,Current,7344.37,0,False,False,2025-12-01
LN502413,BOR102413,2024-11-25,WA,2024Q4,10140.0,60,0.1866,Major Purchase,Partner,Current,8535.6,0,False,False,2025-12-01
LN502414,BOR102414,2025-11-10,NC,2025Q4,12880.0,36,0.0883,Debt Consolidation,Branch,Current,12250.12,0,False,False,2025-12-01
LN502415,BOR102415,2024-03-25,TX,2024Q1,21100.0,48,0.1549,Debt Consolidation,Online,Current,13015.54,0,False,False,2025-12-01
LN502416,BOR102416,2024-02-01,NY,2024Q1,14630.0,48,0.2167,Major Purchase,Branch,Current,9155.2,0,False,False,2025-12-01
LN502417,BOR102417,2024-06-20,PA,2024Q2,10450.0,36,0.201,Debt Consolidation,Online,Current,5712.04,0,False,False,2025-12-01
LN502418,BOR102418,2025-10-10,MI,2025Q4,15780.0,36,0.0847,Auto,Online,Current,14612.18,0,False,False,2025-12-01
LN502419,BOR102419,2025-12-10,NM,2025Q4,13680.0,60,0.1896,Debt Consolidation,Online,90DPD,13896.14,90,True,False,2025-12-01
LN502420,BOR102420,2024-05-26,WA,2024Q2,11950.0,24,0.0981,Debt Consolidation,Broker,Current,2157.37,0,False,False,2025-12-01
LN502421,BOR102421,2024-01-06,IL,2024Q1,8550.0,48,0.1911,Auto,Branch,Current,5076.02,0,False,False,2025-12-01
LN502422,BOR102422,2025-05-05,FL,2025Q2,11530.0,60,0.2068,Medical,Broker,Default,11900.43,120,True,True,2025-10-01
LN502423,BOR102423,2025-08-03,NC,2025Q3,18670.0,60,0.1304,Debt Consolidation,Online,Current,17534.08,0,False,False,2025-12-01
LN502424,BOR102424,2024-10-19,NV,2024Q4,18840.0,48,0.1882,Debt Consolidation,Branch,60DPD,19161.12,60,True,False,2024-12-01
LN502425,BOR102425,2025-03-03,MI,2025Q1,8280.0,36,0.0985,Home Improvement,Online,Current,6218.75,0,False,False,2025-12-01
LN502426,BOR102426,2025-09-27,MN,2025Q3,11840.0,24,0.1349,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN502427,BOR102427,2024-01-05,NV,2024Q1,8780.0,48,0.2146,Home Improvement,Online,Current,5309.81,0,False,False,2025-12-01
LN502428,BOR102428,2025-10-17,FL,2025Q4,21410.0,48,0.1541,Home Improvement,Partner,60DPD,21629.62,60,True,False,2025-12-01
LN502429,BOR102429,2024-11-16,TN,2024Q4,14520.0,36,0.1919,Debt Consolidation,Online,Current,9831.82,0,False,False,2025-12-01
LN502430,BOR102430,2025-11-11,UT,2025Q4,9090.0,36,0.1363,Other,Online,Current,8676.08,0,False,False,2025-12-01
LN502431,BOR102431,2025-08-01,NJ,2025Q3,11270.0,36,0.0861,Medical,Online,Current,9872.7,0,False,False,2025-12-01
LN502432,BOR102432,2024-04-20,TX,2024Q2,4450.0,36,0.1875,Debt Consolidation,Partner,Current,2158.7,0,False,False,2025-12-01
LN502433,BOR102433,2025-03-05,MS,2025Q1,11380.0,48,0.1302,Debt Consolidation,Partner,Current,9469.18,0,False,False,2025-12-01
LN502434,BOR102434,2024-07-07,LA,2024Q3,17130.0,36,0.1728,Home Improvement,Broker,Current,9661.09,0,False,False,2025-12-01
LN502435,BOR102435,2025-11-10,WA,2025Q4,17540.0,48,0.1688,Home Improvement,Broker,Current,17019.77,0,False,False,2025-12-01
LN502436,BOR102436,2025-12-16,AZ,2025Q4,10490.0,36,0.168,Home Improvement,Online,Current,10263.91,0,False,False,2025-12-01
LN502437,BOR102437,2025-12-18,IL,2025Q4,13520.0,36,0.2004,Auto,Broker,30DPD,13745.78,30,True,False,2025-12-01
LN502438,BOR102438,2024-07-25,NV,2024Q3,17870.0,48,0.1394,Other,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN502439,BOR102439,2025-08-24,WA,2025Q3,22580.0,48,0.1618,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN502440,BOR102440,2024-03-16,CA,2024Q1,12430.0,36,0.2261,Debt Consolidation,Online,Current,5842.01,0,False,False,2025-12-01
LN502441,BOR102441,2025-06-12,MO,2025Q2,20320.0,36,0.1304,Debt Consolidation,Branch,Paid_Off,0.0,0,False,True,2025-12-01
LN502442,BOR102442,2024-03-25,UT,2024Q1,8530.0,36,0.1599,Major Purchase,Online,Paid_Off,0.0,0,False,True,2024-07-01
LN502443,BOR102443,2024-03-10,NV,2024Q1,17780.0,48,0.1861,Other,Broker,Current,11226.59,0,False,False,2025-12-01
LN502444,BOR102444,2025-11-14,OH,2025Q4,15980.0,36,0.0853,Debt Consolidation,Online,Current,15195.06,0,False,False,2025-12-01
LN502445,BOR102445,2025-07-15,TX,2025Q3,5750.0,24,0.2518,Debt Consolidation,Broker,30DPD,5485.3,30,True,False,2025-09-01
LN502446,BOR102446,2024-02-08,NM,2024Q1,13280.0,36,0.0966,Medical,Partner,Current,5242.95,0,False,False,2025-12-01
LN502447,BOR102447,2025-04-17,MS,2025Q2,26730.0,60,0.2067,Major Purchase,Broker,Paid_Off,0.0,0,False,True,2025-11-01
LN502448,BOR102448,2025-07-19,AZ,2025Q3,7960.0,36,0.1466,Medical,Branch,Current,6862.77,0,False,False,2025-12-01
LN502449,BOR102449,2024-10-10,IN,2024Q4,15920.0,48,0.1844,Debt Consolidation,Partner,Current,12128.49,0,False,False,2025-12-01
LN502450,BOR102450,2025-08-01,VA,2025Q3,20200.0,60,0.2305,Auto,Broker,Current,19254.25,0,False,False,2025-12-01
LN502451,BOR102451,2025-07-18,NJ,2025Q3,22640.0,36,0.0919,Home Improvement,Online,Current,19284.94,0,False,False,2025-12-01
LN502452,BOR102452,2024-08-05,FL,2024Q3,16150.0,36,0.0695,Debt Consolidation,Partner,Current,8940.76,0,False,False,2025-12-01
LN502453,BOR102453,2024-11-11,FL,2024Q4,11250.0,48,0.1764,Debt Consolidation,Online,Current,8736.83,0,False,False,2025-12-01
LN502454,BOR102454,2024-08-25,IL,2024Q3,21620.0,60,0.1503,Auto,Online,Current,17031.24,0,False,False,2025-12-01
LN502455,BOR102455,2025-05-06,NV,2025Q2,13790.0,36,0.1689,Debt Consolidation,Broker,Current,11295.23,0,False,False,2025-12-01
LN502456,BOR102456,2025-08-02,NY,2025Q3,7530.0,48,0.0757,Major Purchase,Branch,Current,6847.4,0,False,False,2025-12-01
LN502457,BOR102457,2025-06-23,IL,2025Q2,12980.0,36,0.2586,Auto,Partner,30DPD,13012.22,30,True,False,2025-07-01
LN502458,BOR102458,2024-10-24,AZ,2024Q4,5810.0,36,0.152,Home Improvement,Online,Current,3703.71,0,False,False,2025-12-01
LN502459,BOR102459,2025-07-06,IL,2025Q3,14980.0,24,0.1946,Other,Broker,Current,11758.58,0,False,False,2025-12-01
LN502460,BOR102460,2025-10-06,PA,2025Q4,13340.0,48,0.2675,Debt Consolidation,Online,90DPD,14252.15,90,True,False,2025-12-01
LN502461,BOR102461,2024-09-22,AZ,2024Q3,7840.0,24,0.1839,Major Purchase,Online,Current,2937.01,0,False,False,2025-12-01
LN502462,BOR102462,2025-10-16,NC,2025Q4,45520.0,48,0.0682,Debt Consolidation,Online,Current,43023.26,0,False,False,2025-12-01
LN502463,BOR102463,2024-05-16,TN,2024Q2,8000.0,60,0.2166,Other,Partner,Current,6212.43,0,False,False,2025-12-01
LN502464,BOR102464,2025-10-23,MS,2025Q4,16620.0,36,0.114,Medical,Broker,Current,15440.73,0,False,False,2025-12-01
LN502465,BOR102465,2025-06-21,NY,2025Q2,13440.0,36,0.1167,Debt Consolidation,Broker,Current,11179.88,0,False,False,2025-12-01
LN502466,BOR102466,2025-03-10,MS,2025Q1,10560.0,36,0.1484,Debt Consolidation,Online,60DPD,10338.85,60,True,False,2025-06-01
LN502467,BOR102467,2024-10-01,MS,2024Q4,11680.0,48,0.124,Home Improvement,Broker,30DPD,11221.32,30,True,False,2025-01-01
LN502468,BOR102468,2025-06-08,NV,2025Q2,9750.0,60,0.2394,Debt Consolidation,Partner,90DPD,10067.18,90,True,False,2025-11-01
LN502469,BOR102469,2025-12-06,TN,2025Q4,16910.0,36,0.2121,Other,Online,Current,16569.97,0,False,False,2025-12-01
LN502470,BOR102470,2025-10-18,TN,2025Q4,30380.0,48,0.1049,Medical,Online,Current,28830.21,0,False,False,2025-12-01
LN502471,BOR102471,2025-12-12,IN,2025Q4,35420.0,24,0.1579,Major Purchase,Partner,Paid_Off,0.0,0,False,True,2025-12-01
LN502472,BOR102472,2025-12-02,MD,2025Q4,19220.0,48,0.1397,Debt Consolidation,Branch,Current,18918.82,0,False,False,2025-12-01
LN502473,BOR102473,2025-11-24,CA,2025Q4,9800.0,36,0.1418,Medical,Branch,Current,9357.41,0,False,False,2025-12-01
LN502474,BOR102474,2025-02-03,UT,2025Q1,17630.0,24,0.107,Debt Consolidation,Online,Current,10014.05,0,False,False,2025-12-01
LN502475,BOR102475,2024-12-03,MA,2024Q4,15030.0,60,0.1867,Auto,Broker,Current,12839.76,0,False,False,2025-12-01
LN502476,BOR102476,2024-10-25,MN,2024Q4,17230.0,36,0.0803,Debt Consolidation,Partner,Current,10549.71,0,False,False,2025-12-01
LN502477,BOR102477,2025-11-16,MI,2025Q4,7090.0,60,0.1845,Major Purchase,Branch,Current,6943.34,0,False,False,2025-12-01
LN502478,BOR102478,2024-10-23,CA,2024Q4,6140.0,36,0.074,Other,Broker,Paid_Off,0.0,0,False,True,2025-10-01
LN502479,BOR102479,2024-01-23,WA,2024Q1,26020.0,36,0.2316,Auto,Broker,Current,10720.71,0,False,False,2025-12-01
LN502480,BOR102480,2024-05-04,WA,2024Q2,13370.0,36,0.1433,Debt Consolidation,Partner,Current,6650.55,0,False,False,2025-12-01
LN502481,BOR102481,2025-04-01,NJ,2025Q2,11590.0,36,0.1716,Home Improvement,Online,Current,9222.14,0,False,False,2025-12-01
LN502482,BOR102482,2025-03-11,NC,2025Q1,15460.0,24,0.164,Home Improvement,Online,Current,9623.56,0,False,False,2025-12-01
LN502483,BOR102483,2025-12-02,OH,2025Q4,6760.0,48,0.1011,Major Purchase,Online,Current,6645.14,0,False,False,2025-12-01
LN502484,BOR102484,2025-12-09,WA,2025Q4,30380.0,24,0.1244,Debt Consolidation,Broker,Current,29258.6,0,False,False,2025-12-01
LN502485,BOR102485,2024-01-11,MI,2024Q1,7460.0,24,0.1248,Auto,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN502486,BOR102486,2025-08-12,UT,2025Q3,6130.0,36,0.2048,Auto,Broker,Current,5484.9,0,False,False,2025-12-01
LN502487,BOR102487,2025-07-03,PA,2025Q3,26760.0,48,0.2292,Debt Consolidation,Online,30DPD,26194.81,30,True,False,2025-10-01
LN502488,BOR102488,2025-09-06,NC,2025Q3,50000.0,60,0.1763,Auto,Online,Current,47853.08,0,False,False,2025-12-01
LN502489,BOR102489,2025-03-03,GA,2025Q1,8080.0,36,0.1449,Major Purchase,Broker,Current,6173.55,0,False,False,2025-12-01
LN502490,BOR102490,2025-04-18,AZ,2025Q2,17510.0,48,0.1815,Medical,Branch,Current,15110.44,0,False,False,2025-12-01
LN502491,BOR102491,2024-02-06,WA,2024Q1,50000.0,60,0.2344,Major Purchase,Online,Default,47255.86,120,True,True,2025-04-01
LN502492,BOR102492,2025-01-16,IN,2025Q1,6020.0,24,0.1034,Home Improvement,Branch,Current,3164.79,0,False,False,2025-12-01
LN502493,BOR102493,2024-06-13,UT,2024Q2,14830.0,36,0.1973,Other,Online,Current,8086.1,0,False,False,2025-12-01
LN502494,BOR102494,2024-05-20,GA,2024Q2,23800.0,36,0.0886,Auto,Online,Current,11358.67,0,False,False,2025-12-01
LN502495,BOR102495,2024-04-09,MD,2024Q2,10780.0,48,0.1791,Home Improvement,Online,Current,6983.46,0,False,False,2025-12-01
LN502496,BOR102496,2025-01-01,CA,2025Q1,27200.0,60,0.1197,Home Improvement,Online,Paid_Off,0.0,0,False,True,2025-11-01
LN502497,BOR102497,2025-06-27,OH,2025Q2,19190.0,48,0.1498,Debt Consolidation,Broker,Current,17050.94,0,False,False,2025-12-01
LN502498,BOR102498,2024-03-26,VA,2024Q1,8200.0,60,0.2204,Major Purchase,Online,Current,6160.96,0,False,False,2025-12-01
LN502499,BOR102499,2025-07-13,CA,2025Q3,7410.0,48,0.1457,Other,Online,Current,6700.94,0,False,False,2025-12-01
LN502500,BOR102500,2025-12-02,TN,2025Q4,10140.0,48,0.0637,Auto,Broker,Paid_Off,0.0,0,False,True,2025-12-01
LN502501,BOR102501,2025-12-16,MO,2025Q4,11120.0,36,0.1655,Auto,Online,Current,10879.39,0,False,False,2025-12-01
LN502502,BOR102502,2025-05-16,WI,2025Q2,14400.0,48,0.1007,Home Improvement,Branch,Paid_Off,0.0,0,False,True,2025-11-01
LN502503,BOR102503,2025-07-11,WA,2025Q3,37060.0,24,0.1442,Major Purchase,Partner,Current,28766.01,0,False,False,2025-12-01
LN502504,BOR102504,2024-02-07,TN,2024Q1,10730.0,24,0.1486,Debt Consolidation,Online,Current,513.15,0,False,False,2025-12-01
LN502505,BOR102505,2025-07-03,MI,2025Q3,14920.0,48,0.1562,Debt Consolidation,Online,Current,13520.77,0,False,False,2025-12-01
LN502506,BOR102506,2025-03-14,TX,2025Q1,34600.0,60,0.1247,Debt Consolidation,Online,Paid_Off,0.0,0,False,True,2025-12-01
LN502507,BOR102507,2024-11-12,FL,2024Q4,22960.0,48,0.1145,Other,Broker,Current,17306.61,0,False,False,2025-12-01
LN502508,BOR102508,2025-09-15,IN,2025Q3,14370.0,36,0.2147,Debt Consolidation,Online,30DPD,14334.2,30,True,False,2025-10-01
LN502509,BOR102509,2024-04-13,NH,2024Q2,12420.0,60,0.1575,Home Improvement,Partner,Current,9123.25,0,False,False,2025-12-01
LN502510,BOR102510,2025-05-27,CA,2025Q2,6310.0,48,0.1775,Major Purchase,Partner,Current,5541.54,0,False,False,2025-12-01
LN502511,BOR102511,2024-11-26,AZ,2024Q4,12440.0,36,0.2054,Home Improvement,Online,Current,8478.63,0,False,False,2025-12-01
LN502512,BOR102512,2025-08-27,CO,2025Q3,44690.0,48,0.0956,Debt Consolidation,Online,Current,40788.33,0,False,False,2025-12-01
LN502513,BOR102513,2024-03-25,NV,2024Q1,9900.0,24,0.2337,Home Improvement,Broker,Current,1010.9,0,False,False,2025-12-01
LN502514,BOR102514,2024-04-25,AZ,2024Q2,23860.0,36,0.2241,Auto,Online,30DPD,22840.07,30,True,False,2024-07-01
LN502515,BOR102515,2025-09-01,TN,2025Q3,9950.0,48,0.1212,Home Improvement,Broker,Current,9291.65,0,False,False,2025-12-01
LN502516,BOR102516,2025-03-25,MD,2025Q1,21240.0,60,0.2454,Medical,Partner,Current,19228.21,0,False,False,2025-12-01
LN502517,BOR102517,2024-11-08,LA,2024Q4,23510.0,36,0.2597,Debt Consolidation,Online,60DPD,18927.92,60,True,False,2025-11-01
LN502518,BOR102518,2025-06-07,NY,2025Q2,10750.0,36,0.1072,Debt Consolidation,Online,Current,8920.13,0,False,False,2025-12-01
LN502519,BOR102519,2025-08-16,MS,2025Q3,10180.0,36,0.1363,Other,Branch,Current,9001.16,0,False,False,2025-12-01
LN502520,BOR102520,2024-12-15,CA,2024Q4,19260.0,48,0.1356,Medical,Online,Current,15022.62,0,False,False,2025-12-01
LN502521,BOR102521,2025-11-20,NV,2025Q4,20170.0,24,0.1835,Medical,Branch,60DPD,20791.58,60,True,False,2025-12-01
LN502522,BOR102522,2025-10-24,TX,2025Q4,21710.0,48,0.2589,Home Improvement,Branch,30DPD,21636.76,30,True,False,2025-12-01
LN502523,BOR102523,2024-09-13,PA,2024Q3,14240.0,48,0.2361,Auto,Broker,Current,10874.46,0,False,False,2025-12-01
LN502524,BOR102524,2024-12-23,CA,2024Q4,8210.0,48,0.1806,Medical,Online,Current,6531.4,0,False,False,2025-12-01
LN502525,BOR102525,2024-05-20,NJ,2024Q2,13380.0,36,0.25,Debt Consolidation,Broker,60DPD,13410.01,60,True,False,2024-08-01
LN502526,BOR102526,2024-05-19,NC,2024Q2,8130.0,24,0.1536,Medical,Online,Current,1532.95,0,False,False,2025-12-01
LN502527,BOR102527,2024-06-20,PA,2024Q2,18620.0,60,0.1682,Other,Partner,Current,14301.2,0,False,False,2025-12-01
LN502528,BOR102528,2024-01-13,NJ,2024Q1,8200.0,60,0.1631,Major Purchase,Branch,Current,5685.67,0,False,False,2025-12-01
LN502529,BOR102529,2025-06-20,NJ,2025Q2,9410.0,48,0.1583,Other,Branch,Current,8377.78,0,False,False,2025-12-01
LN502530,BOR102530,2024-03-17,CO,2024Q1,12870.0,36,0.1452,Auto,Online,Current,5675.37,0,False,False,2025-12-01
LN502531,BOR102531,2024-06-07,LA,2024Q2,27730.0,60,0.1342,Major Purchase,Branch,Current,20854.28,0,False,False,2025-12-01
LN502532,BOR102532,2024-11-19,IN,2024Q4,7650.0,36,0.1768,Medical,Partner,Current,5141.75,0,False,False,2025-12-01
